DAY,MONTH,YEAR,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_DELAY
1,1,2015,AS,ANC,SEA,5,2354.0,-11.0,205.0,430,-22.0
1,1,2015,AA,LAX,PBI,10,2.0,-8.0,280.0,750,-9.0
1,1,2015,US,SFO,CLT,20,18.0,-2.0,286.0,806,5.0
1,1,2015,AA,LAX,MIA,20,15.0,-5.0,285.0,805,-9.0
1,1,2015,AS,SEA,ANC,25,24.0,-1.0,235.0,320,-21.0
1,1,2015,DL,SFO,MSP,25,20.0,-5.0,217.0,602,8.0
1,1,2015,NK,LAS,MSP,25,19.0,-6.0,181.0,526,-17.0
1,1,2015,US,LAX,CLT,30,44.0,14.0,273.0,803,-10.0
1,1,2015,AA,SFO,DFW,30,19.0,-11.0,195.0,545,-13.0
1,1,2015,DL,LAS,ATL,30,33.0,3.0,221.0,711,-15.0
1,1,2015,DL,DEN,ATL,30,24.0,-6.0,173.0,523,-30.0
1,1,2015,AA,LAS,MIA,35,27.0,-8.0,268.0,803,-10.0
1,1,2015,DL,LAX,MSP,35,35.0,0.0,214.0,609,-4.0
1,1,2015,DL,SLC,ATL,40,34.0,-6.0,215.0,615,-22.0
1,1,2015,DL,SEA,MSP,40,39.0,-1.0,189.0,549,8.0
1,1,2015,AS,ANC,SEA,45,41.0,-4.0,204.0,509,-14.0
1,1,2015,DL,ANC,SEA,45,31.0,-14.0,210.0,515,-24.0
1,1,2015,UA,SFO,IAH,48,42.0,-6.0,218.0,626,-7.0
1,1,2015,AS,ANC,PDX,50,46.0,-4.0,215.0,525,-18.0
1,1,2015,DL,PDX,MSP,50,45.0,-5.0,193.0,603,-12.0
1,1,2015,NK,LAS,MCI,55,120.0,25.0,162.0,537,6.0
1,1,2015,AA,SEA,MIA,100,52.0,-8.0,338.0,938,1.0
1,1,2015,NK,LAS,DFW,103,102.0,-1.0,147.0,530,-1.0
1,1,2015,AA,LAX,MIA,105,103.0,-2.0,286.0,851,-12.0
1,1,2015,DL,LAS,MSP,105,102.0,-3.0,183.0,608,-23.0
1,1,2015,UA,LAX,IAH,115,112.0,-3.0,183.0,618,-11.0
1,1,2015,AS,FAI,SEA,115,107.0,-8.0,213.0,548,-3.0
1,1,2015,NK,MSP,FLL,115,127.0,12.0,207.0,542,25.0
1,1,2015,US,LAS,CLT,120,110.0,-10.0,245.0,825,-31.0
1,1,2015,AA,DEN,MIA,120,141.0,21.0,227.0,707,2.0
1,1,2015,NK,PHX,ORD,125,237.0,72.0,204.0,549,43.0
1,1,2015,AA,PHX,MIA,127,116.0,-11.0,239.0,726,-16.0
1,1,2015,DL,SLC,ATL,140,134.0,-6.0,215.0,715,10.0
1,1,2015,NK,LAS,IAH,144,140.0,-4.0,170.0,634,-4.0
1,1,2015,HA,LAS,HNL,145,145.0,0.0,370.0,555,15.0
1,1,2015,US,ANC,PHX,152,143.0,-9.0,323.0,915,-10.0
1,1,2015,UA,SJU,EWR,154,157.0,3.0,255.0,509,-11.0
1,1,2015,AS,ANC,SEA,155,140.0,-15.0,218.0,633,-35.0
1,1,2015,B6,SJU,JFK,155,153.0,-2.0,235.0,450,11.0
1,1,2015,NK,PBG,FLL,155,139.0,-16.0,208.0,523,-33.0
1,1,2015,NK,PHX,DFW,159,158.0,-1.0,123.0,502,1.0
1,1,2015,AS,ANC,PDX,200,150.0,-10.0,210.0,630,-11.0
1,1,2015,NK,IAG,FLL,200,155.0,-5.0,184.0,504,-11.0
1,1,2015,B6,SJU,EWR,206,152.0,-14.0,246.0,512,4.0
1,1,2015,US,PHX,CLT,220,209.0,-11.0,224.0,804,-36.0
1,1,2015,AS,ANC,SEA,220,209.0,-11.0,200.0,640,-12.0
1,1,2015,B6,PSE,MCO,255,248.0,-7.0,185.0,500,-9.0
1,1,2015,UA,BQN,EWR,259,258.0,-1.0,240.0,559,6.0
1,1,2015,B6,BQN,MCO,307,304.0,-3.0,173.0,500,20.0
1,1,2015,B6,SJU,BOS,330,316.0,-14.0,245.0,635,-16.0
1,1,2015,B6,SJU,MCO,400,535.0,95.0,185.0,605,85.0
1,1,2015,B6,BQN,MCO,419,423.0,4.0,174.0,613,-7.0
1,1,2015,B6,PSE,MCO,424,413.0,-11.0,186.0,630,-1.0
1,1,2015,B6,SJU,BDL,438,550.0,72.0,241.0,739,89.0
1,1,2015,US,ORD,PHX,500,459.0,-1.0,228.0,748,3.0
1,1,2015,AS,GEG,SEA,500,456.0,-4.0,70.0,610,0.0
1,1,2015,HA,HNL,ITO,500,452.0,-8.0,49.0,549,-6.0
1,1,2015,OO,ONT,SFO,500,513.0,13.0,89.0,629,9.0
1,1,2015,HA,HNL,KOA,502,501.0,-1.0,42.0,544,5.0
1,1,2015,AS,ANC,SEA,505,457.0,-8.0,205.0,930,-14.0
1,1,2015,HA,HNL,OGG,505,454.0,-11.0,36.0,541,-11.0
1,1,2015,UA,ORD,IAH,510,514.0,4.0,175.0,805,11.0
1,1,2015,AA,MCO,MIA,510,507.0,-3.0,63.0,613,-11.0
1,1,2015,NK,BOS,MYR,510,506.0,-4.0,140.0,730,-10.0
1,1,2015,OO,HIB,MSP,510,500.0,-10.0,68.0,618,0.0
1,1,2015,OO,ABR,MSP,510,508.0,-2.0,69.0,619,-4.0
1,1,2015,US,SEA,PHX,515,510.0,-5.0,165.0,900,-2.0
1,1,2015,AA,DFW,MIA,515,703.0,108.0,161.0,856,102.0
1,1,2015,AA,BOS,MIA,515,510.0,-5.0,208.0,843,2.0
1,1,2015,EV,MKE,IAH,515,517.0,2.0,178.0,813,13.0
1,1,2015,US,PDX,PHX,520,620.0,60.0,150.0,850,60.0
1,1,2015,AA,IAH,MIA,520,618.0,58.0,141.0,841,54.0
1,1,2015,DL,BNA,DTW,520,511.0,-9.0,103.0,803,-6.0
1,1,2015,EV,BRO,IAH,520,517.0,-3.0,74.0,634,-5.0
1,1,2015,EV,VPS,ATL,520,514.0,-6.0,66.0,726,-15.0
1,1,2015,OO,BOI,SFO,520,525.0,5.0,112.0,612,3.0
1,1,2015,OO,BJI,MSP,520,517.0,-3.0,60.0,620,9.0
1,1,2015,HA,HNL,LIH,523,513.0,-10.0,37.0,600,-12.0
1,1,2015,EV,BNA,ATL,525,525.0,0.0,65.0,730,5.0
1,1,2015,UA,PHL,IAH,530,532.0,2.0,230.0,820,6.0
1,1,2015,UA,PDX,DEN,530,534.0,4.0,142.0,852,4.0
1,1,2015,UA,SEA,DEN,530,529.0,-1.0,157.0,907,-1.0
1,1,2015,AA,DEN,DFW,530,623.0,53.0,125.0,835,66.0
1,1,2015,EV,SBN,ORD,530,527.0,-3.0,55.0,525,-14.0
1,1,2015,F9,PHL,MCO,530,526.0,-4.0,160.0,810,-18.0
1,1,2015,NK,ORD,FLL,530,526.0,-4.0,188.0,938,-25.0
1,1,2015,OO,EUG,DEN,530,526.0,-4.0,163.0,913,13.0
1,1,2015,UA,SFO,DEN,531,550.0,19.0,146.0,857,26.0
1,1,2015,UA,ORD,DEN,533,540.0,7.0,167.0,720,3.0
1,1,2015,UA,IAD,IAH,535,541.0,6.0,207.0,802,14.0
1,1,2015,B6,BUF,JFK,535,530.0,-5.0,88.0,703,-15.0
1,1,2015,B6,PWM,JFK,535,528.0,-7.0,85.0,700,-25.0
1,1,2015,B6,JFK,SJU,535,618.0,43.0,225.0,1020,19.0
1,1,2015,EV,CRP,IAH,535,523.0,-12.0,61.0,636,-21.0
1,1,2015,EV,PIA,DTW,535,530.0,-5.0,88.0,803,-18.0
1,1,2015,EV,ORD,DTW,535,550.0,15.0,85.0,800,-3.0
1,1,2015,OO,FAT,LAX,535,530.0,-5.0,75.0,650,0.0
1,1,2015,UA,SMF,DEN,538,634.0,56.0,142.0,900,78.0
1,1,2015,OO,AUS,LAX,538,535.0,-3.0,212.0,710,-16.0
1,1,2015,B6,BOS,BWI,540,536.0,-4.0,101.0,721,-21.0
1,1,2015,B6,ORD,BOS,540,529.0,-11.0,136.0,856,-33.0
1,1,2015,DL,PHX,DTW,540,808.0,148.0,223.0,1123,128.0
1,1,2015,DL,MCI,ATL,540,546.0,6.0,122.0,842,-15.0
1,1,2015,DL,BOS,DTW,540,537.0,-3.0,143.0,803,-21.0
1,1,2015,EV,ATL,IAD,540,556.0,16.0,105.0,725,14.0
1,1,2015,EV,JAX,EWR,540,531.0,-9.0,137.0,757,-14.0
1,1,2015,OO,MFR,DEN,540,538.0,-2.0,161.0,921,25.0
1,1,2015,OO,SLC,IAH,540,537.0,-3.0,193.0,953,-16.0
1,1,2015,OO,IDA,DEN,541,539.0,-2.0,104.0,725,7.0
1,1,2015,F9,MSN,DEN,544,534.0,-10.0,145.0,709,-11.0
1,1,2015,OO,MKE,DTW,545,543.0,-2.0,74.0,759,-21.0
1,1,2015,UA,GEG,DEN,545,542.0,-3.0,139.0,904,-6.0
1,1,2015,UA,SEA,IAH,545,541.0,-4.0,251.0,1156,11.0
1,1,2015,UA,DCA,IAH,545,550.0,5.0,209.0,814,-7.0
1,1,2015,AA,SAT,DFW,545,539.0,-6.0,65.0,650,-12.0
1,1,2015,AA,JFK,MIA,545,640.0,55.0,185.0,850,69.0
1,1,2015,B6,BOS,PBI,545,551.0,6.0,205.0,910,-9.0
1,1,2015,B6,BOS,JFK,545,543.0,-2.0,77.0,702,-13.0
1,1,2015,B6,JFK,BQN,545,545.0,0.0,221.0,1026,-19.0
1,1,2015,DL,DFW,ATL,545,603.0,18.0,124.0,849,-2.0
1,1,2015,EV,CHS,EWR,545,540.0,-5.0,116.0,741,1.0
1,1,2015,F9,MKE,DEN,545,621.0,36.0,161.0,726,17.0
1,1,2015,F9,MSP,DEN,545,538.0,-7.0,129.0,654,-8.0
1,1,2015,OO,DEN,LAX,545,658.0,73.0,150.0,715,56.0
1,1,2015,OO,SBA,DEN,545,542.0,-3.0,154.0,919,10.0
1,1,2015,HA,HNL,KOA,548,540.0,-8.0,42.0,630,-6.0
1,1,2015,B6,BOS,BUF,549,540.0,-9.0,96.0,725,-6.0
1,1,2015,UA,PDX,EWR,550,547.0,-3.0,314.0,1404,-35.0
1,1,2015,US,IND,PHX,550,545.0,-5.0,240.0,750,4.0
1,1,2015,UA,LAX,DEN,550,550.0,0.0,145.0,915,-9.0
1,1,2015,UA,CLE,IAH,550,629.0,39.0,194.0,804,43.0
1,1,2015,UA,BOS,EWR,550,552.0,2.0,88.0,718,-19.0
1,1,2015,US,DEN,PHX,550,550.0,0.0,119.0,749,-10.0
1,1,2015,US,MCI,PHX,550,544.0,-6.0,178.0,748,-5.0
1,1,2015,AA,AUS,DFW,550,548.0,-2.0,60.0,650,-1.0
1,1,2015,AA,LAX,DFW,550,600.0,10.0,180.0,1050,2.0
1,1,2015,DL,GSP,ATL,550,550.0,0.0,59.0,649,0.0
1,1,2015,B6,MCO,EWR,550,548.0,-2.0,149.0,819,-7.0
1,1,2015,EV,MCI,IAH,550,548.0,-2.0,135.0,805,1.0
1,1,2015,EV,BDL,IAD,550,543.0,-7.0,88.0,718,-19.0
1,1,2015,EV,RIC,IAH,550,548.0,-2.0,205.0,815,13.0
1,1,2015,OO,BFL,DEN,550,556.0,6.0,150.0,920,20.0
1,1,2015,OO,SAT,SFO,550,557.0,7.0,249.0,759,-19.0
1,1,2015,OO,OMA,IAH,550,605.0,15.0,140.0,810,21.0
1,1,2015,OO,RDM,DEN,550,549.0,-1.0,143.0,913,6.0
1,1,2015,B6,FLL,BDL,553,551.0,-2.0,166.0,839,9.0
1,1,2015,EV,CID,ATL,554,554.0,0.0,131.0,905,-17.0
1,1,2015,WN,SFO,DEN,555,553.0,-2.0,150.0,925,-2.0
1,1,2015,UA,MCO,LAX,555,557.0,2.0,341.0,836,4.0
1,1,2015,UA,TPA,EWR,555,549.0,-6.0,156.0,831,-13.0
1,1,2015,AA,SEA,DFW,555,555.0,0.0,235.0,1150,16.0
1,1,2015,AA,BOS,DFW,555,551.0,-4.0,275.0,930,-10.0
1,1,2015,B6,SYR,JFK,555,550.0,-5.0,83.0,718,-13.0
1,1,2015,B6,ROC,JFK,555,550.0,-5.0,85.0,720,-17.0
1,1,2015,EV,TYR,DFW,555,546.0,-9.0,50.0,645,-9.0
1,1,2015,EV,MCI,ORD,555,554.0,-1.0,94.0,729,-12.0
1,1,2015,EV,LAN,ORD,555,555.0,0.0,69.0,604,6.0
1,1,2015,EV,BUF,EWR,555,928.0,213.0,80.0,715,226.0
1,1,2015,EV,GSO,EWR,556,538.0,-18.0,94.0,730,-22.0
1,1,2015,NK,ORD,LGA,556,547.0,-9.0,124.0,900,27.0
1,1,2015,UA,LAX,IAH,557,555.0,-2.0,192.0,1109,-16.0
1,1,2015,AA,EWR,MIA,559,552.0,-7.0,183.0,902,-13.0
1,1,2015,OO,ONT,DEN,559,758.0,119.0,141.0,920,116.0
1,1,2015,UA,MSP,DEN,600,556.0,-4.0,139.0,719,-23.0
1,1,2015,UA,PBI,IAH,600,555.0,-5.0,170.0,750,-3.0
1,1,2015,UA,PHX,IAH,600,751.0,111.0,148.0,928,123.0
1,1,2015,UA,RSW,IAH,600,600.0,0.0,156.0,736,-1.0
1,1,2015,UA,EWR,MCO,600,603.0,3.0,173.0,853,-18.0
1,1,2015,UA,OMA,ORD,600,612.0,12.0,97.0,737,-6.0
1,1,2015,US,SMF,PHX,600,551.0,-9.0,110.0,850,12.0
1,1,2015,US,OAK,PHX,600,558.0,-2.0,115.0,855,8.0
1,1,2015,US,PVD,CLT,600,555.0,-5.0,139.0,819,-14.0
1,1,2015,UA,RNO,DEN,600,557.0,-3.0,130.0,910,14.0
1,1,2015,UA,PIT,IAH,600,622.0,22.0,195.0,815,24.0
1,1,2015,UA,DEN,IAH,600,552.0,-8.0,142.0,922,-4.0
1,1,2015,WN,BOS,BWI,600,556.0,-4.0,105.0,745,-26.0
1,1,2015,WN,LAS,BWI,600,602.0,2.0,270.0,1330,-25.0
1,1,2015,WN,ABQ,HOU,600,607.0,7.0,120.0,900,22.0
1,1,2015,WN,PHX,SLC,600,601.0,1.0,95.0,735,-6.0
1,1,2015,WN,PIT,FLL,600,559.0,-1.0,170.0,850,-26.0
1,1,2015,WN,PVD,BWI,600,606.0,6.0,100.0,740,-13.0
1,1,2015,WN,SFO,ATL,600,554.0,-6.0,280.0,1340,-16.0
1,1,2015,UA,SFO,ORD,600,557.0,-3.0,257.0,1217,-4.0
1,1,2015,UA,MCO,EWR,600,555.0,-5.0,154.0,834,-18.0
1,1,2015,UA,PDX,IAH,600,613.0,13.0,244.0,1204,11.0
1,1,2015,UA,BOS,ORD,600,557.0,-3.0,173.0,753,-11.0
1,1,2015,UA,SFO,LAX,600,605.0,5.0,88.0,728,-11.0
1,1,2015,UA,SAT,LAX,600,616.0,16.0,207.0,727,-3.0
1,1,2015,UA,BOS,LAX,600,603.0,3.0,404.0,944,-5.0
1,1,2015,UA,SEA,EWR,600,606.0,6.0,311.0,1411,-14.0
1,1,2015,UA,LAX,ORD,600,607.0,7.0,250.0,1210,-16.0
1,1,2015,US,IAH,PHX,600,553.0,-7.0,170.0,750,-4.0
1,1,2015,US,MCO,PHX,600,557.0,-3.0,281.0,841,10.0
1,1,2015,US,SFO,PHX,600,557.0,-3.0,114.0,854,3.0
1,1,2015,AA,DFW,MCO,600,606.0,6.0,145.0,925,3.0
1,1,2015,AA,MIA,PHL,600,604.0,4.0,164.0,844,14.0
1,1,2015,AA,SLC,DFW,600,601.0,1.0,170.0,950,12.0
1,1,2015,AA,MIA,DFW,600,559.0,-1.0,194.0,814,-1.0
1,1,2015,AA,BWI,MIA,600,643.0,43.0,163.0,843,31.0
1,1,2015,AA,DFW,LGA,600,554.0,-6.0,190.0,1010,-5.0
1,1,2015,AA,DEN,ORD,600,601.0,1.0,155.0,935,-27.0
1,1,2015,AA,MCI,DFW,600,606.0,6.0,105.0,745,3.0
1,1,2015,AA,TUL,DFW,600,556.0,-4.0,75.0,715,-11.0
1,1,2015,AA,LGA,MIA,600,708.0,68.0,192.0,912,50.0
1,1,2015,AA,LIT,DFW,600,555.0,-5.0,80.0,720,-10.0
1,1,2015,AA,MIA,LGA,600,558.0,-2.0,175.0,855,-9.0
1,1,2015,AA,LAS,DFW,600,557.0,-3.0,160.0,1040,7.0
1,1,2015,AA,PDX,DFW,600,556.0,-4.0,225.0,1145,-3.0
1,1,2015,AA,TPA,DFW,600,554.0,-6.0,170.0,750,-20.0
1,1,2015,AA,SMF,DFW,600,611.0,11.0,210.0,1130,31.0
1,1,2015,AA,MSY,MIA,600,555.0,-5.0,109.0,849,-13.0
1,1,2015,AA,LAX,ORD,600,557.0,-3.0,245.0,1205,-26.0
1,1,2015,AA,OMA,DFW,600,554.0,-6.0,120.0,800,5.0
1,1,2015,AA,OKC,DFW,600,610.0,10.0,65.0,705,30.0
1,1,2015,AS,SEA,ANC,600,557.0,-3.0,234.0,854,-13.0
1,1,2015,AS,FAI,ANC,600,544.0,-16.0,73.0,713,-9.0
1,1,2015,AS,SEA,SJC,600,550.0,-10.0,123.0,803,-9.0
1,1,2015,AS,SEA,OAK,600,555.0,-5.0,119.0,759,-16.0
1,1,2015,AS,PDX,SJC,600,555.0,-5.0,102.0,742,-13.0
1,1,2015,AS,LAX,SEA,600,555.0,-5.0,170.0,850,-9.0
1,1,2015,AS,PHX,SEA,600,555.0,-5.0,175.0,755,-12.0
1,1,2015,AS,DEN,SEA,600,549.0,-11.0,190.0,810,-34.0
1,1,2015,AS,GEG,SEA,600,558.0,-2.0,75.0,715,3.0
1,1,2015,B6,RSW,JFK,600,557.0,-3.0,161.0,841,-2.0
1,1,2015,B6,PBI,JFK,600,559.0,-1.0,154.0,834,9.0
1,1,2015,B6,JFK,PBI,600,554.0,-6.0,178.0,858,-22.0
1,1,2015,B6,TPA,JFK,600,553.0,-7.0,151.0,831,-5.0
1,1,2015,B6,FLL,LGA,600,559.0,-1.0,161.0,841,2.0
1,1,2015,B6,OAK,LGB,600,552.0,-8.0,80.0,720,-10.0
1,1,2015,B6,LGA,FLL,600,600.0,0.0,183.0,903,-6.0
1,1,2015,B6,JFK,MCO,600,557.0,-3.0,171.0,851,-19.0
1,1,2015,B6,EWR,FLL,600,556.0,-4.0,180.0,900,-21.0
1,1,2015,B6,JFK,TPA,600,554.0,-6.0,181.0,901,-1.0
1,1,2015,B6,PSE,JFK,600,557.0,-3.0,241.0,901,-5.0
1,1,2015,B6,MSY,JFK,600,550.0,-10.0,168.0,948,-18.0
1,1,2015,B6,AUS,JFK,600,559.0,-1.0,203.0,1023,-10.0
1,1,2015,B6,BQN,JFK,600,601.0,1.0,232.0,852,15.0
1,1,2015,B6,TPA,BOS,600,554.0,-6.0,173.0,853,-12.0
1,1,2015,B6,JAX,JFK,600,600.0,0.0,128.0,808,8.0
1,1,2015,B6,DCA,BOS,600,557.0,-3.0,84.0,724,1.0
1,1,2015,DL,JFK,ATL,600,605.0,5.0,163.0,843,-19.0
1,1,2015,DL,LGA,DTW,600,604.0,4.0,118.0,758,-1.0
1,1,2015,DL,RNO,SLC,600,600.0,0.0,100.0,840,18.0
1,1,2015,DL,BOS,JFK,600,556.0,-4.0,80.0,720,-8.0
1,1,2015,DL,BOS,MSP,600,600.0,0.0,210.0,830,2.0
1,1,2015,DL,LGA,ATL,600,601.0,1.0,159.0,839,-32.0
1,1,2015,DL,ORD,ATL,600,602.0,2.0,127.0,907,-21.0
1,1,2015,DL,ANC,MSP,600,557.0,-3.0,317.0,1417,-40.0
1,1,2015,DL,ATW,ATL,600,601.0,1.0,143.0,923,-32.0
1,1,2015,DL,PHX,ATL,600,804.0,124.0,207.0,1127,107.0
1,1,2015,DL,PNS,ATL,600,554.0,-6.0,69.0,809,-20.0
1,1,2015,DL,MCO,SLC,600,554.0,-6.0,304.0,904,-10.0
1,1,2015,AA,DCA,MIA,600,605.0,5.0,157.0,837,-1.0
1,1,2015,DL,RIC,ATL,600,554.0,-6.0,113.0,753,-28.0
1,1,2015,DL,LAX,ATL,600,559.0,-1.0,250.0,1310,-20.0
1,1,2015,DL,BOS,ATL,600,558.0,-2.0,191.0,911,-22.0
1,1,2015,DL,LAS,DTW,600,559.0,-1.0,233.0,1253,-22.0
1,1,2015,DL,OKC,ATL,600,550.0,-10.0,124.0,904,-3.0
1,1,2015,DL,MCO,MSP,600,550.0,-10.0,209.0,829,-7.0
1,1,2015,DL,MEM,ATL,600,617.0,17.0,82.0,822,-6.0
1,1,2015,DL,TUL,ATL,600,555.0,-5.0,118.0,858,-24.0
1,1,2015,DL,BWI,DTW,600,551.0,-9.0,102.0,742,-19.0
1,1,2015,B6,BOS,PHL,600,554.0,-6.0,99.0,739,-21.0
1,1,2015,B6,MCO,LGA,600,557.0,-3.0,145.0,825,2.0
1,1,2015,B6,FLL,JFK,600,610.0,10.0,163.0,843,17.0
1,1,2015,B6,SJU,JFK,600,627.0,27.0,242.0,902,59.0
1,1,2015,B6,BOS,DCA,600,552.0,-8.0,107.0,747,-23.0
1,1,2015,EV,TYS,DFW,600,559.0,-1.0,155.0,735,10.0
1,1,2015,EV,MHT,ORD,600,555.0,-5.0,173.0,753,-4.0
1,1,2015,EV,SAV,EWR,600,726.0,86.0,126.0,806,85.0
1,1,2015,EV,MEM,EWR,600,552.0,-8.0,158.0,938,-20.0
1,1,2015,EV,CLT,ORD,600,559.0,-1.0,123.0,703,18.0
1,1,2015,EV,TYS,IAD,600,553.0,-7.0,85.0,725,-2.0
1,1,2015,EV,GRB,ORD,600,556.0,-4.0,63.0,703,-10.0
1,1,2015,EV,ABE,DTW,600,552.0,-8.0,113.0,753,-20.0
1,1,2015,EV,JAN,ATL,600,559.0,-1.0,79.0,819,-10.0
1,1,2015,EV,OAJ,ATL,600,552.0,-8.0,92.0,732,-3.0
1,1,2015,EV,FAR,ORD,600,603.0,3.0,123.0,803,0.0
1,1,2015,EV,JAN,ORD,600,556.0,-4.0,134.0,814,-19.0
1,1,2015,EV,ERI,ORD,600,616.0,16.0,92.0,632,19.0
1,1,2015,EV,ATW,ORD,600,600.0,0.0,63.0,703,0.0
1,1,2015,EV,LEX,ORD,600,556.0,-4.0,90.0,630,-11.0
1,1,2015,EV,CWA,ORD,600,550.0,-10.0,76.0,716,-3.0
1,1,2015,F9,CLE,FLL,600,556.0,-4.0,175.0,855,-22.0
1,1,2015,F9,IAH,SFO,600,552.0,-8.0,260.0,820,-6.0
1,1,2015,F9,SEA,DEN,600,605.0,5.0,153.0,933,0.0
1,1,2015,F9,SFO,IAH,600,552.0,-8.0,225.0,1145,1.0
1,1,2015,F9,TTN,ATL,600,557.0,-3.0,139.0,819,-11.0
1,1,2015,F9,ATL,TTN,600,619.0,19.0,110.0,750,24.0
1,1,2015,HA,HNL,ITO,600,553.0,-7.0,50.0,650,-4.0
1,1,2015,MQ,RDU,JFK,600,555.0,-5.0,95.0,735,3.0
1,1,2015,MQ,CVG,MIA,600,556.0,-4.0,153.0,833,-7.0
1,1,2015,MQ,PNS,MIA,600,555.0,-5.0,103.0,843,-12.0
1,1,2015,MQ,BHM,MIA,600,600.0,0.0,117.0,857,-5.0
1,1,2015,NK,OAK,LAS,600,551.0,-9.0,83.0,723,-8.0
1,1,2015,NK,DFW,OAK,600,600.0,0.0,238.0,758,-29.0
1,1,2015,NK,ACY,RSW,600,742.0,102.0,171.0,851,86.0
1,1,2015,NK,DTW,LGA,600,558.0,-2.0,98.0,738,58.0
1,1,2015,NK,DFW,FLL,600,603.0,3.0,159.0,939,35.0
1,1,2015,OO,SMF,LAX,600,551.0,-9.0,90.0,730,-2.0
1,1,2015,OO,RAP,DEN,600,600.0,0.0,82.0,722,8.0
1,1,2015,OO,TUS,SFO,600,604.0,4.0,134.0,714,6.0
1,1,2015,OO,EAU,ORD,600,552.0,-8.0,79.0,719,-29.0
1,1,2015,OO,DLH,ORD,600,556.0,-4.0,96.0,736,-4.0
1,1,2015,OO,FSD,ORD,600,557.0,-3.0,96.0,736,2.0
1,1,2015,OO,AUS,SFO,600,556.0,-4.0,249.0,809,-16.0
1,1,2015,OO,FAT,SEA,600,557.0,-3.0,130.0,810,3.0
1,1,2015,OO,ONT,PDX,600,550.0,-10.0,147.0,827,-19.0
1,1,2015,OO,INL,BRD,600,550.0,-10.0,58.0,658,-3.0
1,1,2015,OO,BOI,LAX,600,639.0,39.0,130.0,710,30.0
1,1,2015,OO,SPI,ORD,600,604.0,4.0,64.0,704,5.0
1,1,2015,OO,CLD,LAX,600,654.0,54.0,51.0,651,88.0
1,1,2015,OO,COD,DEN,600,559.0,-1.0,93.0,733,-1.0
1,1,2015,OO,FAT,SFO,600,600.0,0.0,74.0,714,7.0
1,1,2015,MQ,CMH,MIA,600,555.0,-5.0,166.0,846,-11.0
1,1,2015,OO,PSC,DEN,600,601.0,1.0,142.0,922,4.0
1,1,2015,OO,CPR,DEN,600,604.0,4.0,72.0,712,9.0
1,1,2015,OO,ACV,SFO,600,550.0,-10.0,83.0,723,10.0
1,1,2015,OO,DAL,IAH,600,622.0,22.0,68.0,708,12.0
1,1,2015,OO,PAH,ORD,600,551.0,-9.0,93.0,733,-23.0
1,1,2015,OO,PSC,SFO,600,556.0,-4.0,127.0,807,-1.0
1,1,2015,OO,CID,ORD,600,610.0,10.0,68.0,708,-1.0
1,1,2015,OO,EUG,SFO,600,557.0,-3.0,96.0,736,-7.0
1,1,2015,OO,DFW,DEN,600,556.0,-4.0,125.0,705,9.0
1,1,2015,OO,MRY,SFO,600,555.0,-5.0,46.0,646,-12.0
1,1,2015,OO,SLC,LAX,600,604.0,4.0,132.0,712,-6.0
1,1,2015,OO,ESC,DTW,600,558.0,-2.0,87.0,727,-21.0
1,1,2015,OO,MFR,SFO,600,557.0,-3.0,89.0,729,-6.0
1,1,2015,OO,FAT,DEN,600,559.0,-1.0,145.0,925,33.0
1,1,2015,UA,SFO,EWR,601,552.0,-9.0,331.0,1432,-23.0
1,1,2015,UA,LAS,IAH,601,601.0,0.0,175.0,1056,-7.0
1,1,2015,UA,EWR,SFO,601,602.0,1.0,399.0,940,-20.0
1,1,2015,EV,ISN,DEN,601,559.0,-2.0,129.0,710,-9.0
1,1,2015,HA,HNL,LIH,601,557.0,-4.0,37.0,638,-2.0
1,1,2015,OO,PSP,SFO,601,632.0,31.0,94.0,735,17.0
1,1,2015,OO,PSP,DEN,601,812.0,131.0,131.0,912,144.0
1,1,2015,UA,SAT,IAH,602,610.0,8.0,58.0,700,0.0
1,1,2015,UA,LAX,EWR,603,603.0,0.0,319.0,1422,-32.0
1,1,2015,UA,LAX,SFO,603,601.0,-2.0,87.0,730,-14.0
1,1,2015,EV,CLE,IAD,603,558.0,-5.0,82.0,725,-1.0
1,1,2015,EV,CAE,IAD,603,605.0,2.0,82.0,725,7.0
1,1,2015,F9,PHX,DEN,603,603.0,0.0,107.0,750,4.0
1,1,2015,UA,SMF,IAH,605,613.0,8.0,216.0,1141,19.0
1,1,2015,UA,JFK,SFO,605,605.0,0.0,404.0,949,-4.0
1,1,2015,US,BOS,PHX,605,614.0,9.0,369.0,1014,13.0
1,1,2015,US,BOS,CLT,605,601.0,-4.0,147.0,832,-3.0
1,1,2015,US,DTW,MIA,605,601.0,-4.0,186.0,911,-26.0
1,1,2015,UA,FLL,EWR,605,600.0,-5.0,174.0,859,-10.0
1,1,2015,WN,GEG,DEN,605,604.0,-1.0,140.0,925,-9.0
1,1,2015,WN,SAT,STL,605,559.0,-6.0,120.0,805,-22.0
1,1,2015,WN,ONT,DEN,605,609.0,4.0,140.0,925,0.0
1,1,2015,UA,CLE,EWR,605,602.0,-3.0,91.0,736,-21.0
