DAY,MONTH,YEAR,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_DELAY
1,1,2015,UA,EWR,ATL,826,825.0,-1.0,150.0,1056,-8.0
1,1,2015,DL,ATL,JAX,826,821.0,-5.0,67.0,933,-11.0
1,1,2015,UA,TPA,CLE,827,821.0,-6.0,145.0,1052,-13.0
1,1,2015,F9,DEN,SLC,827,825.0,-2.0,86.0,953,-13.0
1,1,2015,OO,BUR,DEN,827,836.0,9.0,143.0,1150,18.0
1,1,2015,OO,FAT,DEN,827,1251.0,264.0,148.0,1155,270.0
1,1,2015,UA,ORD,SNA,829,850.0,21.0,273.0,1102,-2.0
1,1,2015,UA,EWR,BOS,829,827.0,-2.0,80.0,949,-21.0
1,1,2015,B6,JFK,HOU,829,822.0,-7.0,254.0,1143,-9.0
1,1,2015,US,MIA,CLT,830,828.0,-2.0,126.0,1036,0.0
1,1,2015,US,TPA,CLT,830,825.0,-5.0,103.0,1013,-2.0
1,1,2015,UA,JFK,LAX,830,825.0,-5.0,387.0,1157,-4.0
1,1,2015,UA,ORD,PHX,830,906.0,36.0,238.0,1128,37.0
1,1,2015,UA,SFO,IAH,830,824.0,-6.0,230.0,1420,-12.0
1,1,2015,UA,EWR,SFO,830,830.0,0.0,402.0,1212,-27.0
1,1,2015,VX,LAX,BOS,830,826.0,-4.0,320.0,1650,-28.0
1,1,2015,WN,BWI,CHS,830,833.0,3.0,105.0,1015,-12.0
1,1,2015,WN,BWI,CLT,830,828.0,-2.0,95.0,1005,4.0
1,1,2015,WN,BWI,PBI,830,830.0,0.0,155.0,1105,-6.0
1,1,2015,WN,DAL,HOU,830,844.0,14.0,65.0,935,5.0
1,1,2015,WN,DAL,TPA,830,836.0,6.0,135.0,1145,-2.0
1,1,2015,WN,FLL,BNA,830,824.0,-6.0,145.0,955,-11.0
1,1,2015,WN,FLL,DEN,830,831.0,1.0,275.0,1105,-12.0
1,1,2015,WN,MCO,SJU,830,828.0,-2.0,165.0,1215,-15.0
1,1,2015,WN,MDW,LAS,830,833.0,3.0,245.0,1035,-11.0
1,1,2015,WN,SAN,AUS,830,825.0,-5.0,165.0,1315,-8.0
1,1,2015,WN,STL,DAL,830,820.0,-10.0,110.0,1020,-18.0
1,1,2015,WN,PDX,MCI,830,829.0,-1.0,195.0,1345,5.0
1,1,2015,UA,IAD,LAX,830,839.0,9.0,340.0,1110,-1.0
1,1,2015,UA,IAD,STT,830,829.0,-1.0,233.0,1323,-13.0
1,1,2015,UA,DCA,SFO,830,841.0,11.0,382.0,1152,-9.0
1,1,2015,US,DFW,CLT,830,827.0,-3.0,148.0,1158,10.0
1,1,2015,AA,ORD,SJU,830,1409.0,339.0,270.0,1500,310.0
1,1,2015,AA,MCO,MIA,830,828.0,-2.0,67.0,937,-12.0
1,1,2015,AA,SJC,DFW,830,826.0,-4.0,210.0,1400,-2.0
1,1,2015,AA,DFW,LGA,830,827.0,-3.0,195.0,1245,-13.0
1,1,2015,AA,STL,ORD,830,923.0,53.0,80.0,950,33.0
1,1,2015,AA,AUS,DFW,830,824.0,-6.0,70.0,940,-14.0
1,1,2015,AA,MIA,LGA,830,828.0,-2.0,172.0,1122,-11.0
1,1,2015,AA,JFK,MIA,830,841.0,11.0,204.0,1154,-12.0
1,1,2015,AA,LAX,DFW,830,835.0,5.0,185.0,1335,-3.0
1,1,2015,AS,SEA,ORD,830,845.0,15.0,235.0,1425,-2.0
1,1,2015,AS,SEA,TPA,830,826.0,-4.0,345.0,1715,-25.0
1,1,2015,B6,BOS,SFO,830,834.0,4.0,409.0,1219,11.0
1,1,2015,B6,EWR,MCO,830,824.0,-6.0,177.0,1127,-16.0
1,1,2015,B6,BOS,RSW,830,829.0,-1.0,223.0,1213,-8.0
1,1,2015,B6,BOS,LAS,830,838.0,8.0,369.0,1139,4.0
1,1,2015,B6,JFK,ORD,830,828.0,-2.0,169.0,1019,-5.0
1,1,2015,DL,SFO,JFK,830,956.0,86.0,325.0,1655,83.0
1,1,2015,DL,JFK,ATL,830,825.0,-5.0,166.0,1116,-33.0
1,1,2015,DL,LAX,HNL,830,825.0,-5.0,358.0,1228,0.0
1,1,2015,DL,ATL,MSP,830,826.0,-4.0,162.0,1012,8.0
1,1,2015,DL,DTW,MKE,830,1115.0,165.0,80.0,850,150.0
1,1,2015,DL,DTW,TPA,830,901.0,31.0,170.0,1120,8.0
1,1,2015,DL,TPA,ATL,830,824.0,-6.0,100.0,1010,-18.0
1,1,2015,AA,JFK,SJU,830,824.0,-6.0,240.0,1330,-34.0
1,1,2015,AA,LAX,EGE,830,823.0,-7.0,135.0,1145,16.0
1,1,2015,DL,BOS,MCO,830,825.0,-5.0,204.0,1154,-27.0
1,1,2015,DL,LGA,MSP,830,830.0,0.0,196.0,1046,-11.0
1,1,2015,DL,PHX,DTW,830,913.0,43.0,225.0,1415,15.0
1,1,2015,DL,TPA,DTW,830,823.0,-7.0,164.0,1114,-10.0
1,1,2015,DL,MCO,DTW,830,900.0,30.0,155.0,1105,27.0
1,1,2015,DL,SLC,ATL,830,840.0,10.0,227.0,1417,-2.0
1,1,2015,DL,MCO,ATL,830,825.0,-5.0,100.0,1010,-31.0
1,1,2015,DL,DAL,ATL,830,828.0,-2.0,120.0,1130,-17.0
1,1,2015,B6,HPN,PBI,830,829.0,-1.0,181.0,1131,-6.0
1,1,2015,EV,DFW,BTR,830,829.0,-1.0,80.0,950,8.0
1,1,2015,EV,RIC,MSP,830,825.0,-5.0,179.0,1029,6.0
1,1,2015,EV,ATL,MOB,830,825.0,-5.0,80.0,850,-22.0
1,1,2015,F9,DEN,MDW,830,825.0,-5.0,134.0,1144,-2.0
1,1,2015,F9,TTN,FLL,830,849.0,19.0,196.0,1146,-16.0
1,1,2015,MQ,CVG,ORD,830,828.0,-2.0,90.0,900,-16.0
1,1,2015,MQ,GRR,ORD,830,829.0,-1.0,70.0,840,-19.0
1,1,2015,MQ,FWA,ORD,830,826.0,-4.0,65.0,835,-5.0
1,1,2015,NK,FLL,MSY,830,825.0,-5.0,128.0,938,-14.0
1,1,2015,NK,LGA,ORD,830,916.0,46.0,158.0,1008,43.0
1,1,2015,OO,SFO,LAS,830,825.0,-5.0,96.0,1006,0.0
1,1,2015,OO,MOT,MSP,830,822.0,-8.0,108.0,1018,-16.0
1,1,2015,OO,TUS,SLC,830,827.0,-3.0,119.0,1029,3.0
1,1,2015,OO,ORD,FWA,830,822.0,-8.0,58.0,1028,-10.0
1,1,2015,OO,TUL,SLC,830,826.0,-4.0,168.0,1018,-14.0
1,1,2015,OO,DEN,BIS,830,823.0,-7.0,102.0,1112,-6.0
1,1,2015,OO,SFO,MFR,830,824.0,-6.0,107.0,1017,-24.0
1,1,2015,OO,DTW,APN,830,821.0,-9.0,73.0,943,-14.0
1,1,2015,OO,TUS,LAX,830,823.0,-7.0,100.0,910,14.0
1,1,2015,B6,DCA,BOS,831,829.0,-2.0,87.0,958,-8.0
1,1,2015,DL,ATL,BWI,831,827.0,-4.0,109.0,1020,-11.0
1,1,2015,EV,LBB,DEN,831,836.0,5.0,97.0,908,20.0
1,1,2015,HA,LIH,HNL,831,912.0,41.0,32.0,903,40.0
1,1,2015,OO,RDU,IAH,831,829.0,-2.0,186.0,1037,6.0
1,1,2015,OO,SBA,LAX,831,822.0,-9.0,54.0,925,16.0
1,1,2015,OO,MSN,DEN,831,819.0,-12.0,164.0,1015,-16.0
1,1,2015,DL,ATL,DFW,832,830.0,-2.0,153.0,1005,-18.0
1,1,2015,EV,CLT,EWR,832,827.0,-5.0,111.0,1023,0.0
1,1,2015,OO,LAX,JAC,834,833.0,-1.0,148.0,1202,-6.0
1,1,2015,UA,SFO,SEA,835,835.0,0.0,133.0,1048,-12.0
1,1,2015,US,PHX,HNL,835,835.0,0.0,405.0,1220,14.0
1,1,2015,US,LAX,PHL,835,830.0,-5.0,304.0,1639,-23.0
1,1,2015,US,CLE,CLT,835,828.0,-7.0,104.0,1019,-22.0
1,1,2015,UA,ORD,PDX,835,903.0,28.0,277.0,1112,-4.0
1,1,2015,WN,BWI,DAL,835,829.0,-6.0,210.0,1105,-6.0
1,1,2015,WN,BWI,JAX,835,831.0,-4.0,130.0,1045,-14.0
1,1,2015,WN,DEN,DAL,835,834.0,-1.0,115.0,1130,3.0
1,1,2015,WN,DEN,TUS,835,837.0,2.0,120.0,1035,2.0
1,1,2015,WN,DSM,MDW,835,830.0,-5.0,85.0,1000,-22.0
1,1,2015,WN,ECP,BNA,835,831.0,-4.0,80.0,955,-10.0
1,1,2015,WN,LAS,ABQ,835,828.0,-7.0,85.0,1100,-14.0
1,1,2015,WN,MDW,BHM,835,835.0,0.0,105.0,1020,-13.0
1,1,2015,WN,SJC,ONT,835,833.0,-2.0,70.0,945,-4.0
1,1,2015,WN,OMA,DEN,835,828.0,-7.0,105.0,920,-19.0
1,1,2015,US,GEG,PHX,835,1041.0,126.0,158.0,1213,116.0
1,1,2015,US,PHX,SLC,835,832.0,-3.0,98.0,1013,-5.0
1,1,2015,US,PHX,SEA,835,845.0,10.0,187.0,1042,-7.0
1,1,2015,AA,SAN,DFW,835,830.0,-5.0,175.0,1330,-16.0
1,1,2015,AA,BWI,DFW,835,823.0,-12.0,215.0,1110,-11.0
1,1,2015,AA,DFW,OMA,835,838.0,3.0,105.0,1020,-14.0
1,1,2015,AA,IND,DFW,835,828.0,-7.0,155.0,1010,-10.0
1,1,2015,AS,SEA,PHL,835,833.0,-2.0,303.0,1638,-3.0
1,1,2015,AS,SLC,SAN,835,842.0,7.0,125.0,940,-7.0
1,1,2015,AS,SEA,LIH,835,829.0,-6.0,390.0,1305,-21.0
1,1,2015,B6,JFK,TPA,835,836.0,1.0,187.0,1142,-6.0
1,1,2015,B6,BOS,RDU,835,829.0,-6.0,132.0,1047,-21.0
1,1,2015,DL,JFK,STT,835,924.0,49.0,241.0,1336,3.0
1,1,2015,DL,STL,DTW,835,830.0,-5.0,93.0,1108,-13.0
1,1,2015,DL,DTW,DCA,835,829.0,-6.0,104.0,1019,-39.0
1,1,2015,DL,DTW,LGA,835,832.0,-3.0,115.0,1030,-3.0
1,1,2015,DL,DCA,MSP,835,828.0,-7.0,171.0,1026,-18.0
1,1,2015,DL,DTW,SLC,835,831.0,-4.0,254.0,1049,-16.0
1,1,2015,DL,RDU,MSP,835,826.0,-9.0,182.0,1037,-23.0
1,1,2015,DL,DTW,SEA,835,835.0,0.0,310.0,1045,-26.0
1,1,2015,DL,DTW,SRQ,835,832.0,-3.0,182.0,1137,-37.0
1,1,2015,F9,DEN,MCI,835,829.0,-6.0,90.0,1105,-12.0
1,1,2015,MQ,CMI,ORD,835,830.0,-5.0,65.0,940,30.0
1,1,2015,MQ,DAY,ORD,835,829.0,-6.0,85.0,900,-21.0
1,1,2015,NK,ORD,RSW,835,831.0,-4.0,172.0,1227,-22.0
1,1,2015,OO,CLD,LAX,835,844.0,9.0,51.0,926,-1.0
1,1,2015,OO,LAX,ELP,835,833.0,-2.0,115.0,1130,5.0
1,1,2015,OO,SFO,MMH,835,832.0,-3.0,65.0,940,0.0
1,1,2015,OO,PDX,SEA,835,840.0,5.0,50.0,925,0.0
1,1,2015,OO,PIA,DEN,835,827.0,-8.0,165.0,1020,-9.0
